-0.10197	-0.80636	-0.874354
-0.840121	-0.896071	-0.97244
-0.88748	-0.915961	-0.977745
-0.899042	-0.918239	-0.986237
-0.928869	-0.915197	-0.966875
-0.894317	-0.916437	-0.974894
-0.927352	-0.920127	-0.984405
-0.947416	-0.918414	-1.00218
-0.95097	-0.922829	-0.984564
-0.96275	-0.927103	-1.01503
-0.963701	-0.927535	-0.998839
-0.948529	-0.924611	-1.02762
-0.953422	-0.921498	-1.02622
-0.95598	-0.924056	-1.0156
-0.935261	-0.920708	-0.963861
-0.914837	-0.914336	-0.971421
-0.499013	-0.777159	-0.700658
-0.754173	-0.888622	-0.833335
-0.933256	-0.918404	-0.991374
-0.894274	-0.871453	-0.837344
-0.770643	-0.866219	-0.857947
-0.643951	-0.861024	-0.82992
-0.669069	-0.821803	-0.711786
-0.613834	-0.857844	-0.746523
-0.903387	-0.906105	-0.974808
-0.915201	-0.90916	-0.959199
-0.89544	-0.913382	-0.963472
-0.927924	-0.916269	-0.980409
-0.930014	-0.919866	-0.980443
-0.945369	-0.913133	-0.949286
-0.94448	-0.909403	-0.959304
-0.829717	-0.898415	-0.700269
-0.894567	-0.921917	-0.925629
-0.958704	-0.922853	-1.01796
-0.952988	-0.923342	-0.961095
-0.936456	-0.924252	-0.971571
-0.949732	-0.924375	-0.969451
-0.943008	-0.919892	-0.981779
-0.95925	-0.922965	-1.01338
-0.953273	-0.927603	-1.02232
-0.958006	-0.926523	-1.02224
-0.942845	-0.923583	-1.01055
-0.938503	-0.921843	-1.0021
-0.930538	-0.920501	-0.984571
-0.419792	-0.833207	-0.77389
-0.836676	-0.902349	-0.820437
-0.953318	-0.9225	-0.98741
-0.957479	-0.920381	-1.0156
-0.888593	-0.898533	-0.981243
-0.891841	-0.899587	-0.956542
-0.96931	-0.916581	-0.863039
-0.958166	-0.917125	-0.922187
-0.953281	-0.920711	-0.966455
-0.928555	-0.926651	-1.01833
-0.919075	-0.923737	-1.01679
-0.882358	-0.680001	-0.931343
-0.951867	-0.900727	-0.991619
-0.982663	-0.903971	-1.01922
-0.977523	-0.920399	-1.02326
-0.971464	-0.92222	-1.03343
-0.968929	-0.925238	-1.04082
-0.965266	-0.921469	-1.03862
-0.96542	-0.91194	-1.02103
-0.96328	-0.903275	-1.0195
-0.960035	-0.90836	-1.01468
-0.939126	-0.885988	-0.979254
-0.767731	-0.611843	-0.763743
-0.898744	-0.703508	-0.983343
-0.943466	-0.826903	-1.02228
-0.961941	-0.855699	-1.02213
-0.968746	-0.869279	-1.01791
-0.969507	-0.858893	-1.01875
-0.959755	-0.858916	-1.02166
-0.95712	-0.865403	-1.02275
-0.96865	-0.867713	-1.02019
-0.950145	-0.854632	-1.01878
-0.954085	-0.860543	-1.02793
-0.956973	-0.871885	-1.0261
-0.95959	-0.832313	-1.02218
0.463939	0.382758	0.677561
0.447532	0.54136	0.777331
0.696777	0.377208	1.15517
0.746408	0.236711	1.2284
0.63879	0.279869	0.866736
0.451262	0.365082	0.793449
0.394795	0.440475	0.712202
0.606245	0.39727	0.838803
0.664043	0.320681	0.912165
0.537905	0.268091	0.748707
0.54817	0.400484	0.837498
0.77694	0.456362	0.972544
0.777728	0.477567	0.971989
0.529285	0.519535	0.810863
0.409266	0.395507	0.678636
0.606421	0.471185	0.799364
0.636245	0.65835	1.10464
0.604621	0.626829	1.08356
0.576676	0.486073	0.820255
0.539749	0.510569	0.796841
0.569848	0.429335	0.918518
