timestamp,value
1,42.652
2,41.362
3,43.408
4,40.262
5,40.328
6,42.652
7,39.836
8,42.57
9,45.212
10,41.15
11,42.91
12,43.756
13,38.522
14,42.488
15,41.268
16,42.136
17,42.066
18,43.544
19,38.404
20,42.018
21,44.872
22,40.658
23,42.276
24,43.052
25,43.568
26,38.356
27,39.788
28,41.83
29,39.038
30,42.184
31,41.76
32,43.99
33,41.476
34,39.236
35,41.798
36,39.722
37,40.61
38,44.414
39,38.404
40,41.982
41,42.066
42,42.336
43,41.01
44,43.122
45,39.954
46,40.516
47,45.396
48,38.188
49,42.536
50,38.882
51,40.766
52,40.4
53,41.808
54,42.324
55,44.152
56,40.234
57,40.892
58,41.494
59,40.61
60,42.484
61,38.774
62,45.14
63,40.122
64,41.01
65,43.708
66,40.61
67,43.498
68,42.606
69,46.362
70,40.306
71,46.478
72,38.808
73,41.878
74,44.254
75,41.57
76,39.206
77,40.482
78,43.594
79,41.808
80,40.752
81,46.314
82,38.99
83,41.666
84,39.39
85,40.812
86,42.204
87,44.954
88,41.55
89,42.09
90,42.178
91,43.24
92,38.27
93,42.206
94,44.156
95,41.332
96,42.276
97,41.15
98,41.648
99,41.298
100,38.616
101,41.15
102,44.718
103,41.924
104,42.042
105,42.536
106,45.164
107,39.142
108,41
109,40.576
110,44.234
111,42.816
112,41.314
113,40.156
114,45.684
115,39.508
116,42.36
117,46.882
118,40.188
119,40.576
120,41.924
121,40.68
122,39.152
123,45
124,38.898
125,41.69
126,43.568
127,42.23
128,42.3
129,44.328
130,40.172
131,41.292
132,44.812
133,43.17
134,42.7
135,45.716
136,39.202
137,41.572
138,44.164
139,40.798
140,42.066
141,43.708
142,41.22
143,41.394
144,41.996
145,40.102
146,42.37
147,38.858
148,42.16
149,41.422
150,43.146
151,40.54
152,43.988
153,41.126
154,40.868
155,46.478
156,41.76
157,43.538
158,44.014
159,44.406
160,38.25
161,41.022
162,43.926
163,39.578
164,43.638
165,44.578
166,38.92
167,40.538
168,43.498
169,39.468
170,39.366
171,42.498
172,38.826
173,41.182
174,42.866
175,40.932
176,42.538
177,47.37
178,38.81
179,45.114
180,45.438
181,42.864
182,44.738
183,46.43
184,41.028
185,40.362
186,46.266
187,39.342
188,44.248
189,42.63
190,42.77
191,43.944
192,40.774
193,43.728
194,48.756
195,41.29
196,41.572
197,42.262
198,45.6
199,41.15
200,44.302
201,41.972
202,42.324
203,43.028
204,44.648
205,43.404
206,38.052
207,41.338
208,40.602
209,40.61
210,42.18
211,40.446
212,45.188
213,44.132
214,41.644
215,39.248
216,42.042
217,40.364
218,42.182
219,38.79
220,42.04
221,43.38
222,41.08
223,40.68
224,41.878
225,46.488
226,38.028
227,40.916
228,40.822
229,41.864
230,41.456
231,44.804
232,38.99
233,40.57
234,45.164
235,38.316
236,42.112
237,42.488
238,38.592
239,40.492
240,41.748
241,43.286
242,41.69
243,45.702
244,38.85
245,38.592
246,42.066
247,43.094
248,40.442
249,45.282
250,38.826
251,41.948
252,37.746
253,40.282
254,43.98
255,43.176
256,38.998
257,43.146
258,42.816
259,40.47
260,43.192
261,41.666
262,38.756
263,40.22
264,40.564
265,41.62
266,39.108
267,42.018
268,38.498
269,43.046
270,39.954
271,43.226
272,42.348
273,41.456
274,39.508
275,41.032
276,40.634
277,41.994
278,45.798
279,39.624
280,42.376
281,40.634
282,41.314
283,40.634
284,42.84
285,40.306
286,40.564
287,40.704
288,42.16
289,39.264
290,44.178
291,38.494
292,41.962
293,40.586
294,43.732
295,39.32
296,42.556
297,40.822
298,43.404
299,43.334
300,42.02
301,39.414
302,42.736
303,42.196
304,38.99
305,40.822
306,42.324
307,40.592
308,42.846
309,46.784
310,36.784
311,40.936
312,41.832
313,43.672
314,39.08
315,41.582
316,39.442
317,42.018
318,40.736
319,42.394
320,40.04
321,44.374
322,41.804
323,39.236
324,40.446
325,42.442
326,40.452
327,45.418
328,38.076
329,40.798
330,43.602
331,39.574
332,40.69
333,43.968
334,41.198
335,43.15
336,42.23
337,44.56
338,40.422
339,41.01
340,38.544
341,40.438
342,42.29
343,40.576
344,41.262
345,44.156
346,42.724
347,36.73
348,45.47
349,38.568
350,44.062
351,41.552
352,41.256
353,43.544
354,42.816
355,42.91
356,41.15
357,40.846
358,42.212
359,41.808
360,43.192
361,41.738
362,38.934
363,40.816
364,40.542
365,43.48
366,42.02
367,43.336
368,37.5
369,42.456
370,40.64
371,42.418
372,42.204
373,42.35
374,42.136
375,40.14
376,39.742
377,40.638
378,42.488
379,39.28
380,31.382
381,34.85
382,34.594
383,38.286
384,32.794
