182.478,182.478,167.108
176.231,176.231,166.51
183.917,183.917,158.249
177.798,177.798,158.625
165.469,165.469,168.985
181.878,181.878,156.887
184.502,184.502,155.343
183.303,183.303,151.819
177.578,177.578,160.722
171.641,171.641,168.085
191.014,191.014,163.103
184.068,184.068,158.216
188.457,188.457,157.37
175.739,175.739,152.185
175.524,175.524,159.28
189.128,189.128,154.135
176.885,176.885,148.597
167.14,167.14,148.528
173.723,173.723,144.448
168.46,168.46,168.824
177.623,177.623,161.965
183.888,183.888,148.596
167.487,167.487,148.214
165.572,165.572,148.805
170.48,170.48,156.696
172.474,172.474,154.009
166.448,166.448,147.022
163.098,163.098,140.947
163.544,163.544,146.761
163.816,163.816,154.866
186.38,186.38,152.099
178.898,178.898,149.217
166.19,166.19,149.261
165.544,165.544,143.929
166.867,166.867,152.212
178.212,178.212,160.4
169.749,169.749,159.471
169.483,169.483,155.319
165.488,165.488,152.193
159.746,159.746,156.45
172.564,172.564,156.507
166.777,166.777,144.858
168.385,168.385,144.852
165.223,165.223,144.988
157.756,157.756,147.222
175.925,175.925,143.011
166.959,166.959,134.409
164.471,164.471,134.392
162.761,162.761,134.646
163.818,163.818,157.175
169.341,169.341,150.374
165.941,165.941,151.579
164.946,164.946,133.844
156.219,156.219,21.351
159.29,159.29,120.827
161.539,161.539,144.293
157.605,157.605,137.726
151.828,151.828,131.608
154.479,154.479,135.32
151.459,151.459,142.626
180.53,180.53,138.043
171.3,171.3,143.144
171.844,171.844,137.443
163.034,163.034,125.936
153.117,153.117,146.905
157.77,157.77,130.365
165.823,165.823,127.836
163.57,163.57,129.805
159.084,159.084,128.26
162.019,162.019,137.431
167.267,167.267,136.627
167.108,167.108,132.495
166.51,166.51,127.664
158.249,158.249,127.829
158.625,158.625,127.672
168.985,168.985,127.524
156.887,156.887,122.496
155.343,155.343,122.858
151.819,151.819,121.402
160.722,160.722,142
168.085,168.085,131.1
163.103,163.103,123.333
158.216,158.216,123.423
157.37,157.37,121.757
152.185,152.185,125.587
159.28,159.28,117.429
154.135,154.135,117.851
148.597,148.597,113.609
148.528,148.528,114.699
144.448,144.448,118.897
168.824,168.824,110.782
161.965,161.965,116.2
148.596,148.596,116.546
148.214,148.214,114.914
148.805,148.805,120.002
156.696,156.696,114.761
154.009,154.009,112.547
147.022,147.022,115.787
140.947,140.947,112.887
146.761,146.761,119.855
154.866,154.866,112.784
152.099,152.099,114.041
149.217,149.217,115.58
149.261,149.261,109.522
143.929,143.929,111.574
152.212,152.212,109.292
160.4,160.4,108.028
159.471,159.471,111.188
155.319,155.319,107.032
152.193,152.193,122.559
156.45,156.45,107.587
156.507,156.507,104.558
144.858,144.858,109.036
144.852,144.852,102.332
144.988,144.988,102.671
147.222,147.222,95.9881
143.011,143.011,102.611
134.409,134.409,103.685
134.392,134.392,102.725
134.646,134.646,108.086
157.175,157.175,107.713
150.374,150.374,102.713
151.579,151.579,102.108
133.844,133.844,102.683
21.351,21.351,104.973
120.827,120.827,100.602
144.293,144.293,99.92
137.726,137.726,99.1323
131.608,131.608,101.645
135.32,135.32,106.207
142.626,142.626,102.862
138.043,138.043,101.776
143.144,143.144,97.6762
137.443,137.443,101.029
125.936,125.936,103.359
146.905,146.905,98.014
130.365,130.365,96.974
127.836,127.836,95.9727
129.805,129.805,96.2408
128.26,128.26,108.303
137.431,137.431,98.2091
136.627,136.627,94.8747
132.495,132.495,90.6219
127.664,127.664,91.9962
127.829,127.829,94.3371
127.672,127.672,94.326
127.524,127.524,95.3841
122.496,122.496,93.4592
122.858,122.858,100.792
121.402,121.402,99.682
142,142,93.4157
131.1,131.1,94.2993
123.333,123.333,94.656
123.423,123.423,90.9435
121.757,121.757,97.455
125.587,125.587,90.3269
117.429,117.429,89.8066
117.851,117.851,92.6011
113.609,113.609,93.924
114.699,114.699,96.1645
118.897,118.897,94.9842
110.782,110.782,90.8373
116.2,116.2,92.7636
116.546,116.546,89.351
114.914,114.914,92.1673
120.002,120.002,87.0788
114.761,114.761,90.0895
112.547,112.547,88.5783
115.787,115.787,90.4594
112.887,112.887,113.17
119.855,119.855,92.4069
112.784,112.784,91.5526
114.041,114.041,91.2018
115.58,115.58,90.4372
109.522,109.522,93.188
111.574,111.574,90.4892
109.292,109.292,94.2971
108.028,108.028,87.3674
111.188,111.188,87.6721
107.032,107.032,93.118
122.559,122.559,87.7982
107.587,107.587,89.5685
104.558,104.558,90.1783
109.036,109.036,89.0339
102.332,102.332,91.5923
102.671,102.671,86.7177
95.9881,95.9881,86.433
102.611,102.611,85.5993
103.685,103.685,88.768
102.725,102.725,89.7564
108.086,108.086,91.2767
107.713,107.713,91.3631
102.713,102.713,86.8969
102.108,102.108,86.9296
102.683,102.683,87.9156
104.973,104.973,82.9027
100.602,100.602,80.5629
99.92,99.92,82.1503
99.1323,99.1323,81.6871
101.645,101.645,92.4795
106.207,106.207,84.8501
102.862,102.862,82.576
101.776,101.776,83.2478
97.6762,97.6762,91.3629
101.029,101.029,85.4334
103.359,103.359,81.9626
98.014,98.014,82.6873
96.974,96.974,83.6986
95.9727,95.9727,83.7196
96.2408,96.2408,86.7088
108.303,108.303,84.369
98.2091,98.2091,86.7121
94.8747,94.8747,86.8716
90.6219,90.6219,83.3781
91.9962,91.9962,91.9046
94.3371,94.3371,86.891
94.326,94.326,83.069
95.3841,95.3841,83.5436
93.4592,93.4592,88.8204
100.792,100.792,87.1741
99.682,99.682,83.3444
93.4157,93.4157,89.3043
94.2993,94.2993,88.2063
94.656,94.656,86.8699
90.9435,90.9435,89.4576
97.455,97.455,86.4677
90.3269,90.3269,84.4437
89.8066,89.8066,83.5074
92.6011,92.6011,78.5641
93.924,93.924,98.5209
96.1645,96.1645,85.1591
94.9842,94.9842,83.9932
90.8373,90.8373,85.7439
92.7636,92.7636,82.0811
89.351,89.351,81.4424
92.1673,92.1673,77.6519
87.0788,87.0788,86.7951
90.0895,90.0895,79.4717
88.5783,88.5783,78.4727
90.4594,90.4594,82.3431
113.17,113.17,74.5114
92.4069,92.4069,78.0242
91.5526,91.5526,81.8391
91.2018,91.2018,78.9632
90.4372,90.4372,84.826
93.188,93.188,84.2387
90.4892,90.4892,81.6799
94.2971,94.2971,80.8482
87.3674,87.3674,85.5033
87.6721,87.6721,87.1183
93.118,93.118,83.0998
87.7982,87.7982,87.3975
89.5685,89.5685,81.5624
90.1783,90.1783,81.4218
89.0339,89.0339,84.1118
91.5923,91.5923,78.32
86.7177,86.7177,82.6624
86.433,86.433,78.9247
85.5993,85.5993,81.0308
88.768,88.768,103.299
89.7564,89.7564,88.5057
91.2767,91.2767,82.3288
91.3631,91.3631,77.7031
86.8969,86.8969,80.8612
86.9296,86.9296,85.3369
87.9156,87.9156,81.5927
82.9027,82.9027,80.3064
80.5629,80.5629,77.0381
82.1503,82.1503,78.7574
81.6871,81.6871,85.5512
92.4795,92.4795,81.3177
84.8501,84.8501,79.5445
82.576,82.576,80.4187
83.2478,83.2478,79.7581
91.3629,91.3629,83.9825
85.4334,85.4334,80.7959
81.9626,81.9626,80.0815
82.6873,82.6873,82.6449
83.6986,83.6986,84.8735
83.7196,83.7196,88.2266
86.7088,86.7088,83.2321
84.369,84.369,80.6811
86.7121,86.7121,77.104
86.8716,86.8716,77.9797
83.3781,83.3781,78.4325
91.9046,91.9046,82.6455
86.891,86.891,80.8226
83.069,83.069,84.6619
83.5436,83.5436,77.8516
88.8204,88.8204,95.6894
87.1741,87.1741,85.369
83.3444,83.3444,80.4694
89.3043,89.3043,82.0621
88.2063,88.2063,82.92
86.8699,86.8699,80.9108
89.4576,89.4576,85.1283
86.4677,86.4677,82.3507
84.4437,84.4437,82.6226
83.5074,83.5074,76.3966
78.5641,78.5641,82.2709
98.5209,98.5209,77.3987
85.1591,85.1591,76.2143
83.9932,83.9932,80.4318
85.7439,85.7439,77.8702
82.0811,82.0811,83.0955
81.4424,81.4424,78.9963
77.6519,77.6519,81.4854
86.7951,86.7951,83.3023
79.4717,79.4717,82.4257
78.4727,78.4727,88.5323
82.3431,82.3431,84.254
74.5114,74.5114,82.2121
78.0242,78.0242,79.4575
81.8391,81.8391,81.1419
78.9632,78.9632,82.9113
84.826,84.826,79.3373
84.2387,84.2387,80.5599
81.6799,81.6799,79.3913
80.8482,80.8482,80.3101
85.5033,85.5033,91.3485
87.1183,87.1183,86.6252
83.0998,83.0998,81.2234
87.3975,87.3975,83.8049
81.5624,81.5624,83.3095
81.4218,81.4218,87.4043
84.1118,84.1118,83.2834
78.32,78.32,81.7483
82.6624,82.6624,80.4901
78.9247,78.9247,81.2276
81.0308,81.0308,84.6082
103.299,103.299,80.2291
88.5057,88.5057,79.0504
82.3288,82.3288,82.3128
77.7031,77.7031,79.3227
80.8612,80.8612,85.3769
85.3369,85.3369,79.0743
81.5927,81.5927,79.0313
80.3064,80.3064,83.3597
77.0381,77.0381,80.7813
78.7574,78.7574,83.1752
85.5512,85.5512,81.0058
81.3177,81.3177,80.0681
79.5445,79.5445,82.5672
80.4187,80.4187,81.0834
79.7581,79.7581,80.526
83.9825,83.9825,75.8687
80.7959,80.7959,74.5236
80.0815,80.0815,79.98
82.6449,82.6449,79.3691
84.8735,84.8735,96.0678
88.2266,88.2266,83.151
83.2321,83.2321,81.3179
80.6811,80.6811,81.8331
77.104,77.104,83.3606
77.9797,77.9797,84.0088
78.4325,78.4325,82.7132
82.6455,82.6455,81.4246
80.8226,80.8226,83.2204
84.6619,84.6619,79.8332
77.8516,77.8516,88.4936
95.6894,95.6894,84.7451
85.369,85.369,84.1309
80.4694,80.4694,83.3233
82.0621,82.0621,84.3322
82.92,82.92,91.0766
80.9108,80.9108,85.3004
85.1283,85.1283,83.3243
82.3507,82.3507,86.6191
82.6226,82.6226,85.0302
76.3966,76.3966,88.0285
82.2709,82.2709,88.5011
77.3987,77.3987,84.2207
76.2143,76.2143,84.669
80.4318,80.4318,83.8362
77.8702,77.8702,88.0671
83.0955,83.0955,83.9268
78.9963,78.9963,84.1014
81.4854,81.4854,84.9445
83.3023,83.3023,85.8511
82.4257,82.4257,99.7327
88.5323,88.5323,90.2367
84.254,84.254,89.3251
82.2121,82.2121,88.0072
79.4575,79.4575,87.0688
81.1419,81.1419,99.3914
82.9113,82.9113,89.57
79.3373,79.3373,85.6301
80.5599,80.5599,88.2008
79.3913,79.3913,90.5872
80.3101,80.3101,95.9138
91.3485,91.3485,94.3117
86.6252,86.6252,96.93
81.2234,81.2234,92.9925
83.8049,83.8049,92.3604
83.3095,83.3095,101.356
87.4043,87.4043,98.1548
83.2834,83.2834,96.0772
81.7483,81.7483,95.984
80.4901,80.4901,101.488
81.2276,81.2276,105.12
84.6082,84.6082,98.4258
80.2291,80.2291,95.9974
79.0504,79.0504,98.2031
82.3128,82.3128,98.4853
79.3227,79.3227,96.0476
85.3769,85.3769,94.4281
79.0743,79.0743,94.661
79.0313,79.0313,96.7688
83.3597,83.3597,97.0348
80.7813,80.7813,118.845
83.1752,83.1752,107.339
81.0058,81.0058,104.138
80.0681,80.0681,100.633
82.5672,82.5672,103.281
81.0834,81.0834,104.644
80.526,80.526,99.2495
