id,value
1,7.62E-05
2,0.000304586
3,0.000685233
4,0.001217975
5,0.001902651
6,0.002739052
7,0.003726924
8,0.004865966
9,0.00615583
10,0.007596123
11,0.009186408
12,0.0109262
13,0.012814968
14,0.014852137
15,0.017037087
16,0.019369152
17,0.021847622
18,0.024471742
19,0.027240712
20,0.03015369
21,0.033209787
22,0.036408073
23,0.039747573
24,0.043227271
25,0.046846106
26,0.050602977
27,0.054496738
28,0.058526204
29,0.062690146
30,0.066987298
31,0.07141635
32,0.075975952
33,0.080664716
34,0.085481214
35,0.090423978
36,0.095491503
37,0.100682245
38,0.105994623
39,0.111427019
40,0.116977778
41,0.12264521
42,0.128427587
43,0.134323149
44,0.1403301
45,0.146446609
46,0.152670815
47,0.15900082
48,0.165434697
49,0.171970486
50,0.178606195
51,0.185339804
52,0.192169262
53,0.199092488
54,0.206107374
55,0.213211782
56,0.220403548
57,0.227680482
58,0.235040368
59,0.242480963
60,0.25
61,0.25759519
62,0.265264219
63,0.27300475
64,0.280814427
65,0.288690869
66,0.296631678
67,0.304634436
68,0.312696703
69,0.320816025
70,0.328989928
71,0.337215923
72,0.345491503
73,0.353814148
74,0.362181322
75,0.370590477
76,0.379039052
77,0.387524473
78,0.396044155
79,0.404595502
80,0.413175911
81,0.421782767
82,0.43041345
83,0.439065328
84,0.447735768
85,0.456422129
86,0.465121763
87,0.473832022
88,0.482550252
89,0.491273797
90,0.5
91,0.508726203
92,0.517449748
93,0.526167978
94,0.534878237
95,0.543577871
96,0.552264232
97,0.560934672
98,0.56958655
99,0.578217233
100,0.586824089
101,0.595404498
102,0.603955845
103,0.612475527
104,0.620960948
105,0.629409523
106,0.637818678
107,0.646185852
108,0.654508497
109,0.662784077
110,0.671010072
111,0.679183975
112,0.687303297
113,0.695365564
114,0.703368322
115,0.711309131
116,0.719185573
117,0.72699525
118,0.734735781
119,0.74240481
120,0.75
121,0.757519037
122,0.764959632
123,0.772319518
124,0.779596452
125,0.786788218
126,0.793892626
127,0.800907512
128,0.807830738
129,0.814660196
130,0.821393805
131,0.828029514
132,0.834565303
133,0.84099918
134,0.847329185
135,0.853553391
136,0.8596699
137,0.865676851
138,0.871572413
139,0.87735479
140,0.883022222
141,0.888572981
142,0.894005377
143,0.899317755
144,0.904508497
145,0.909576022
146,0.914518786
147,0.919335284
148,0.924024048
149,0.92858365
150,0.933012702
151,0.937309854
152,0.941473796
153,0.945503262
154,0.949397023
155,0.953153894
156,0.956772729
157,0.960252427
158,0.963591927
159,0.966790213
160,0.96984631
161,0.972759288
162,0.975528258
163,0.978152378
164,0.980630848
165,0.982962913
166,0.985147863
167,0.987185032
168,0.9890738
169,0.990813592
170,0.992403877
171,0.99384417
172,0.995134034
173,0.996273076
174,0.997260948
175,0.998097349
176,0.998782025
177,0.999314767
178,0.999695414
179,0.999923848
180,1
181,0.999923848
182,0.999695414
183,0.999314767
184,0.998782025
185,0.998097349
186,0.997260948
187,0.996273076
188,0.995134034
189,0.99384417
190,0.992403877
191,0.990813592
192,0.9890738
193,0.987185032
194,0.985147863
195,0.982962913
196,0.980630848
197,0.978152378
198,0.975528258
199,0.972759288
200,0.96984631
201,0.966790213
202,0.963591927
203,0.960252427
204,0.956772729
205,0.953153894
206,0.949397023
207,0.945503262
208,0.941473796
209,0.937309854
210,0.933012702
211,0.92858365
212,0.924024048
213,0.919335284
214,0.914518786
215,0.909576022
216,0.904508497
217,0.899317755
218,0.894005377
219,0.888572981
220,0.883022222
221,0.87735479
222,0.871572413
223,0.865676851
224,0.8596699
225,0.853553391
226,0.847329185
227,0.84099918
228,0.834565303
229,0.828029514
230,0.821393805
231,0.814660196
232,0.807830738
233,0.800907512
234,0.793892626
235,0.786788218
236,0.779596452
237,0.772319518
238,0.764959632
239,0.757519037
240,0.75
241,0.74240481
242,0.734735781
243,0.72699525
244,0.719185573
245,0.711309131
246,0.703368322
247,0.695365564
248,0.687303297
249,0.679183975
250,0.671010072
251,0.662784077
252,0.654508497
253,0.646185852
254,0.637818678
255,0.629409523
256,0.620960948
257,0.612475527
258,0.603955845
259,0.595404498
260,0.586824089
261,0.578217233
262,0.56958655
263,0.560934672
264,0.552264232
265,0.543577871
266,0.534878237
267,0.526167978
268,0.517449748
269,0.508726203
270,0.5
271,0.491273797
272,0.482550252
273,0.473832022
274,0.465121763
275,0.456422129
276,0.447735768
277,0.439065328
278,0.43041345
279,0.421782767
280,0.413175911
281,0.404595502
282,0.396044155
283,0.387524473
284,0.379039052
285,0.370590477
286,0.362181322
287,0.353814148
288,0.345491503
289,0.337215923
290,0.328989928
291,0.320816025
292,0.312696703
